"JobTitle","skill","required"
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","scala",1
"Data Scientist","spark",1
"Data Scientist","aws",1
"Data Scientist","hive",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","nlp",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","scala",1
"Data Scientist","spark",1
"Data Scientist","aws",1
"Data Scientist","hive",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","nlp",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","scala",1
"Data Scientist","spark",1
"Data Scientist","aws",1
"Data Scientist","hive",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","nlp",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","sql",1
"Data Scientist","sas",1
"Data Scientist","sql",1
"Data Scientist","sas",1
"Data Scientist","sql",1
"Data Scientist","sas",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","statistic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","excel",1
"Data Scientist","mathematic",1
"Machine Learning Engineer","excel",1
"Data Analyst","python",1
"Data Analyst","sql",1
"Data Analyst","excel",1
"Data Analyst","aws",1
"Data Analyst","powerbi",1
"Data Analyst","mathematic",1
"Data Analyst","python",1
"Data Analyst","sql",1
"Data Analyst","excel",1
"Data Analyst","tableau",1
"Data Analyst","powerbi",1
"Data Analyst","statistic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","git",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Machine Learning Engineer","python",1
"Data Analyst","sql",1
"Data Analyst","python",1
"Data Analyst","sql",1
"Data Analyst","excel",1
"Data Analyst","tableau",1
"Data Analyst","powerbi",1
"Data Analyst","statistic",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","tableau",1
"Data Specialist","sql",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","excel",1
"Data Analyst","tableau",1
"Data Analyst","statistic",1
"Data Specialist","spark",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","excel",1
"Data Analyst","tableau",1
"Data Analyst","statistic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","scala",1
"Data Scientist","spark",1
"Data Scientist","aws",1
"Data Scientist","hive",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","nlp",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","scala",1
"Data Scientist","spark",1
"Data Scientist","aws",1
"Data Scientist","hive",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","nlp",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","sql",1
"Data Scientist","sas",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","scala",1
"Data Scientist","spark",1
"Data Scientist","aws",1
"Data Scientist","hive",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","nlp",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","sql",1
"Data Scientist","sas",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","statistic",1
"Data Engineer","sql",1
"Data Engineer","nosql",1
"Data Analyst","python",1
"Data Analyst","sql",1
"Data Analyst","excel",1
"Data Analyst","aws",1
"Data Analyst","powerbi",1
"Data Analyst","mathematic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","excel",1
"Data Scientist","mathematic",1
"Machine Learning Engineer","excel",1
"Data Engineer","python",1
"Data Engineer","r",1
"Data Engineer","sql",1
"Data Engineer","java",1
"Data Engineer","git",1
"Data Engineer","aws",1
"Data Engineer","tableau",1
"Data Engineer","python",1
"Data Engineer","sql",1
"Data Engineer","java",1
"Data Engineer","aws",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","statistic",1
"Data Engineer","python",1
"Data Engineer","java",1
"Data Engineer","scala",1
"Data Engineer","spark",1
"Data Engineer","nosql",1
"Data Engineer","aws",1
"Data Engineer","hive",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","git",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","python",1
"Data Scientist","java",1
"Data Scientist","tableau",1
"Data Scientist","tensorflow",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","matlab",1
"Data Scientist","sas",1
"Data Scientist","excel",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","excel",1
"Data Analyst","tableau",1
"Data Analyst","statistic",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","tableau",1
"Data Scientist","statistic",1
"Data Scientist","python",1
"Data Scientist","sql",1
"Data Scientist","scala",1
"Data Scientist","spark",1
"Data Scientist","git",1
"Data Scientist","excel",1
"Data Scientist","hive",1
"Data Scientist","statistic",1
"Data Specialist","sql",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Specialist","sql",1
"Data Engineer","python",1
"Data Engineer","sql",1
"Data Engineer","aws",1
"Data Analyst","excel",1
"Data Analyst","mathematic",1
"Data Analyst","statistic",1
"Data Analyst","sql",1
"Data Analyst","sql",1
"Data Engineer","python",1
"Data Engineer","sql",1
"Data Engineer","aws",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","scala",1
"Data Scientist","spark",1
"Data Scientist","aws",1
"Data Scientist","hive",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","nlp",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","scala",1
"Data Scientist","spark",1
"Data Scientist","aws",1
"Data Scientist","hive",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","nlp",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","sql",1
"Data Scientist","sas",1
"Data Scientist","sql",1
"Data Scientist","sas",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","statistic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","excel",1
"Data Scientist","mathematic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Analyst","python",1
"Data Analyst","sql",1
"Data Analyst","excel",1
"Data Analyst","aws",1
"Data Analyst","powerbi",1
"Data Analyst","mathematic",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","statistic",1
"Machine Learning Engineer","excel",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","excel",1
"Data Scientist","mathematic",1
"Data Analyst","python",1
"Data Analyst","sql",1
"Data Analyst","excel",1
"Data Analyst","aws",1
"Data Analyst","powerbi",1
"Data Analyst","mathematic",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","statistic",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","statistic",1
"Machine Learning Engineer","excel",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","git",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","excel",1
"Data Scientist","mathematic",1
"Data Analyst","python",1
"Data Analyst","sql",1
"Data Analyst","excel",1
"Data Analyst","aws",1
"Data Analyst","powerbi",1
"Data Analyst","mathematic",1
"Data Analyst","python",1
"Data Analyst","sql",1
"Data Analyst","excel",1
"Data Analyst","aws",1
"Data Analyst","powerbi",1
"Data Analyst","mathematic",1
"Machine Learning Engineer","excel",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Machine Learning Engineer","excel",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","git",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","tableau",1
"Data Specialist","sql",1
"Data Specialist","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","tableau",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Specialist","sql",1
"Data Analyst","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","git",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Specialist","sql",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","tableau",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","tableau",1
"Data Specialist","sql",1
"Data Specialist","spark",1
"Data Specialist","sql",1
"Data Specialist","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","scala",1
"Data Scientist","spark",1
"Data Scientist","aws",1
"Data Scientist","hive",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","nlp",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","scala",1
"Data Scientist","spark",1
"Data Scientist","aws",1
"Data Scientist","hive",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","nlp",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","sql",1
"Data Scientist","sas",1
"Data Scientist","sql",1
"Data Scientist","sas",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","statistic",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","statistic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","excel",1
"Data Scientist","mathematic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","excel",1
"Data Scientist","mathematic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Analyst","python",1
"Data Analyst","sql",1
"Data Analyst","excel",1
"Data Analyst","aws",1
"Data Analyst","powerbi",1
"Data Analyst","mathematic",1
"Data Analyst","python",1
"Data Analyst","sql",1
"Data Analyst","excel",1
"Data Analyst","aws",1
"Data Analyst","powerbi",1
"Data Analyst","mathematic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Machine Learning Engineer","excel",1
"Machine Learning Engineer","excel",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","statistic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","statistic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","git",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","git",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","excel",1
"Data Scientist","mathematic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","excel",1
"Data Scientist","mathematic",1
"Data Analyst","python",1
"Data Analyst","sql",1
"Data Analyst","excel",1
"Data Analyst","aws",1
"Data Analyst","powerbi",1
"Data Analyst","mathematic",1
"Data Analyst","python",1
"Data Analyst","sql",1
"Data Analyst","excel",1
"Data Analyst","aws",1
"Data Analyst","powerbi",1
"Data Analyst","mathematic",1
"Machine Learning Engineer","excel",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","tableau",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","tableau",1
"Machine Learning Engineer","excel",1
"Data Specialist","sql",1
"Data Specialist","sql",1
"Data Specialist","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Analyst","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","git",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","git",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Specialist","spark",1
"Data Specialist","spark",1
"Data Analyst","python",1
"Data Analyst","r",1
"Data Analyst","sql",1
"Data Analyst","tableau",1
"Data Specialist","sql",1
"Data Specialist","sql",1
"Data Specialist","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Analyst","python",1
"Data Analyst","sql",1
"Data Analyst","spark",1
"Data Analyst","hadoop",1
"Data Analyst","hive",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","python",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","scala",1
"Data Scientist","spark",1
"Data Scientist","aws",1
"Data Scientist","hive",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","nlp",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","scala",1
"Data Scientist","spark",1
"Data Scientist","aws",1
"Data Scientist","hive",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","nlp",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
"Data Scientist","r",1
"Data Scientist","sql",1
"Data Scientist","scala",1
"Data Scientist","spark",1
"Data Scientist","aws",1
"Data Scientist","hive",1
"Data Scientist","tableau",1
"Data Scientist","powerbi",1
"Data Scientist","nlp",1
"Data Scientist","mathematic",1
"Data Scientist","statistic",1
